inline-comment-id,# Comment,Question,Main Question,Final Label
04b20612_bb3907f9,314,"Is this true? Shouldn't it be /dev/pmsgX and /sys/fs/pstore/pmsg-ramoops-X  instead?
",Is this true?,surprise
04b20612_bb3907f9,315,"Is this true? Shouldn't it be /dev/pmsgX and /sys/fs/pstore/pmsg-ramoops-X  instead?
",Shouldn't it be /dev/pmsgX and /sys/fs/pstore/pmsg-ramoops-X  instead?,suggestion
6e2481a4_56493402,316,"did you try without this? seems suspicious to me that they were adding the include files to the include path but not linking. the last person to touch the include path line was me (when we moved icu) and i asked rhetorically in the checkin comment then ""what is this for?"".
",did you try without this?,request for action
6e2481a4_56493402,317,"did you try without this? seems suspicious to me that they were adding the include files to the include path but not linking. the last person to touch the include path line was me (when we moved icu) and i asked rhetorically in the checkin comment then ""what is this for?"".
",what is this for,rhetorical question
c8d64a82_4a15d3b8,318,"what's the relevance of this?
",what's the relevance of this?,request for rationale
5c293c84_aeadb7b1,319,"Why switch to static instead of keeping the anonymous namespace?
",Why switch to static instead of keeping the anonymous namespace?,request for rationale
e8486e7a_e3b1925d,320,"<stddef.h> for size_t?
",<stddef.h> for size_t?,suggestion
dc0b75a7_8734a60f,321,"Is that a good idea? Then keystore will have start filtering params to make sure users don't pass it in.
",Is that a good idea?,criticism
d88d4a46_91383edb,322,"Remove this? It should be set by the command line logic.
",Remove this?,suggestion
506daeeb_c0055242,323,"Stupid question: will this data stream ALWAYS ALWAYS match the data written on line 157 and on?

Or is it possible that we will in a later version change the data we write/read and then this can go crazy?

If that's a possibility I would recommend making the first field you write out an integer, currently ""1"", to state that this is serialization format #1.

In the read code, read the int back and make sure it's 1. If it's not, don't attempt to read the object stream since it's written by a later tool.
", will this data stream ALWAYS ALWAYS match the data written on line 157 and on?,request for confirmation
506daeeb_c0055242,324,"Stupid question: will this data stream ALWAYS ALWAYS match the data written on line 157 and on?

Or is it possible that we will in a later version change the data we write/read and then this can go crazy?

If that's a possibility I would recommend making the first field you write out an integer, currently ""1"", to state that this is serialization format #1.

In the read code, read the int back and make sure it's 1. If it's not, don't attempt to read the object stream since it's written by a later tool.
",Or is it possible that we will in a later version change the data we write/read and then this can go crazy?,hypothetical scenario
d08d1e46_d47474fa,325,"Not sure if make_pair works with nullptr, how would it know to return void*?
","Not sure if make_pair works with nullptr, how would it know to return void*?",request for information
8d1e2d58_29965549,326,"That comment should be above this.

Maybe re-order so that the check is below the str?
",Maybe re-order so that the check is below the str?,suggestion
0ddfa2f3_e3e3bac0,327,"keeping with the other functions in this file, can you put each argument on its own line?
","keeping with the other functions in this file, can you put each argument on its own line?",request for action
386e667b_2cd93b97,328,"Would it make sense to move all of the definitions here too?
",Would it make sense to move all of the definitions here too?,suggestion
eda16e0d_d72696ea,329,"why do we need to keep this?
",why do we need to keep this?,request for rationale
eaa1540d_744d208f,330,"runForEach has a default value of nullptr for this parameter; runReduce does not.  Is this an intentional difference?
",Is this an intentional difference?,request for rationale
07bea3e2_37a518b6,331,"We are not planning to support other system profiles, right? So why not just modify the system_profile_cache and make it Android-specific? Looks like you are duplicating that anyway...
","We are not planning to support other system profiles, right? ",request for confirmation
07bea3e2_37a518b6,332,"We are not planning to support other system profiles, right? So why not just modify the system_profile_cache and make it Android-specific? Looks like you are duplicating that anyway...
",So why not just modify the system_profile_cache and make it Android-specific?,suggestion
64367de0_c6922229,333,"Is there a cleaner way of expressing this? This works, but doesn't feel right.
",Is there a cleaner way of expressing this?,request for opinion
049a2278_d2e3a40a,334,"which intervals?
",which intervals?,request for information
09987b8e_62c3d693,335,"indicate how much you've read?
",indicate how much you've read?,suggestion
04d222e7_b26ae0de,336,"These look redundant with FindCache/FindSystem. Hint for another abstraction?
",Hint for another abstraction?,suggestion
c93f43b4_5386f607,337,"And burning a register? :-)
",And burning a register?,criticism
2ebd45ca_5309646d,338,"try-with-resources instead?

e.g. 
try (BufferedReader in = new BufferedReader(converter)) {
and lose the closeQuiety().


Did you test this? Is it reasonable to close the input stream from the gdbserver?
",Did you test this?,request for action
2ebd45ca_5309646d,339,"try-with-resources instead?

e.g. 
try (BufferedReader in = new BufferedReader(converter)) {
and lose the closeQuiety().


Did you test this? Is it reasonable to close the input stream from the gdbserver?
",Is it reasonable to close the input stream from the gdbserver?,suggestion
760e462a_11b3bc11,340,"I'm not sure why this is desirable (by default), doesn't it look like nothing is happening if we remove this?

What if a test is truly not running, we have to wait until the summary to notice this?
","I'm not sure why this is desirable (by default), doesn't it look like nothing is happening if we remove this?",request for confirmation
760e462a_11b3bc11,341,"I'm not sure why this is desirable (by default), doesn't it look like nothing is happening if we remove this?

What if a test is truly not running, we have to wait until the summary to notice this?
","What if a test is truly not running, we have to wait until the summary to notice this?",hypothetical scenario
fbde9f59_2b0db94b,342,"Can you point me towards that definition? I agree that increasing degrees is more desirable.

The most important thing is (as much as possible) consistency across our entire codebase AND the skin file format.
",Can you point me towards that definition?,request for information
db0f1bb0_de44a54f,343,"Will this break something? X509_NAME_hash_old uses a particular encoding of the name. With this check, we might start rejecting variations on the name that would be accepted otherwise.
",Will this break something?,request for confirmation
6a81fbc7_362b386e,344,"can that be const&?
",can that be const&?,suggestion
6aac9bb5_a1479832,345,"I think that generalizing this is a good idea but you really do need to check to make sure that the variant is an acceptable value and fail if it is not.

Why do you allow support for [xX]?(32|64) why not just 32|64?
",Why do you allow support for [xX]?,request for rationale
6aac9bb5_a1479832,346,"I think that generalizing this is a good idea but you really do need to check to make sure that the variant is an acceptable value and fail if it is not.

Why do you allow support for [xX]?(32|64) why not just 32|64?
",(32|64) why not just 32|64?,suggestion
e7c1a66d_43368cbc,347,"Would you like this string to have xliff formatting or will ""$1%s ($2%s)"" be sufficient?
","Would you like this string to have xliff formatting or will ""$1%s ($2%s)"" be sufficient?",request for opinion
7431e681_9cf18d86,348,"Would it not be better to just check emulator->opts->no_window? It would be a bit more explicit.
",Would it not be better to just check emulator->opts->no_window?,suggestion
f270941a_ce6694df,349,"Can you make these different? For example, can this one be 2001:db8:1::13?
",Can you make these different?,request for action
f270941a_ce6694df,350,"Can you make these different? For example, can this one be 2001:db8:1::13?
","For example, can this one be 2001:db8:1::13?",suggestion
4f0b7c18_7fd400c7,351,"Doesn't this ignores the ""Init()"" part?

I think it is safer to have a CHECK(dbus_connection) here, so we make sure we initialize dbus before calling Get, and then make the singleton setup (dbus_connection = this) happen in the constructor.
","Doesn't this ignores the ""Init()"" part?",request for confirmation
c97f6c20_7bd12b28,352,"add some sanity checks on value of size?
",add some sanity checks on value of size?,suggestion
0ff26de6_fb340d04,353,"is this the only way to test background job pipe?
can we use a job that does not involve writing files to disk?
unit tests should involve as less actual IO dependencies as possible.
",is this the only way to test background job pipe?,criticism
0ff26de6_fb340d04,354,"is this the only way to test background job pipe?
can we use a job that does not involve writing files to disk?
unit tests should involve as less actual IO dependencies as possible.
",can we use a job that does not involve writing files to disk?,suggestion
310de12c_97946492,355,"Enable full prebuilt libraries?
",Enable full prebuilt libraries?,suggestion
312321ee_a741aa3b,356,"Why is this not a HashMap<String, String> ? All keys and values are String, as is ""expectedResult"".

It should make the for loop lower down cleaner too.
","Why is this not a HashMap<String, String> ?",suggestion
c2a2f97b_a3ee1a0e,357,"given that the ZipArchiveHandle is created by the caller, shouldn't the responsibility of closing the archive belong to the caller too ?
","given that the ZipArchiveHandle is created by the caller, shouldn't the responsibility of closing the archive belong to the caller too ?",request for confirmation
a6eefe70_1e7e1c1f,358,"Sounds like reasonable thing to do, but on the second thought majority of the cfg-IR mutations may introduce unreachable blocks. They can also be present in the originally built JMethodBodyCfg. I doubt it makes sense to track this unless we must to.

When I think about scheduler, this tag may be used as indication that such blocks may appear, but in a sense it is OK to have them,...

Honestly I don't know if it is needed or not. I think I prefer not to add it just for simplicity sake, since once we add this tag we'll have to use it in all schedulables: not forget to analyze if the schedulable may introduce unreachable basic blocks and mark it properly with this tag (add? or modify? don't even know).

What others think?
",What others think?,request for opinion
2b6bb700_bbe6ef2f,359,"Should we add a flag in HLoopInformation and compute it in PopulateLoop? This seems generally useful to know.
",Should we add a flag in HLoopInformation and compute it in PopulateLoop?,suggestion
f04a7097_77bf4706,360,"it seems like the behavior here is't change, but we are changing the code to avoid a log message.  Since this is used in other places, are we going to be masking an issue looking up an invalid ID to avoid logging in the case for the log above?
","Since this is used in other places, are we going to be masking an issue looking up an invalid ID to avoid logging in the case for the log above?",criticism
AAABBn%2F%2F%2FyY%3D,361,"Just curious -- why are you using mOutputStream.println here instead of AdtPlugin.printBuildToConsole as done in the other logging calls?
",Just curious -- why are you using mOutputStream.println here instead of AdtPlugin.printBuildToConsole as done in the other logging calls?,request for rationale
AAABBn%2F%2F%2Fg0%3D,362,"while you're at it, can you fix the word wrap on this line?  I probably messed it up in a previous commit.
","while you're at it, can you fix the word wrap on this line?",request for action
AAAHS3%2F%2F%2F%2FY%3D,363,"why zero it?
",why zero it?,request for rationale
AAAKnX%2F%2F%2F2g%3D,364,"Is KEEP_ALIVE_PACKET_PERIOD_30_SEC gone from the code?
",Is KEEP_ALIVE_PACKET_PERIOD_30_SEC gone from the code?,request for confirmation
5244b256_d8c8c1eb,365,"Agree. How to compile just the *_SSSE3.cpp code with -mssse3 option in AOSP, do you have some suggestions or instructions? In upstream Skia, the project will use gyp to build different files into different targets. Each target has its own compilation options.
","How to compile just the *_SSSE3.cpp code with -mssse3 option in AOSP, do you have some suggestions or instructions?",request for information
92870a29_f59c03a1,366,"build-config-32.mk and build-config-64.mk are identical, do you expect them to diverge?  If not, I can delete one and not have to duplicate this
","build-config-32.mk and build-config-64.mk are identical, do you expect them to diverge?",request for information
aaa49887_66227040,367,"Can't you use TARGET_PREFERS_32_BIT_APPS instead of this hack ? I really don't want to see this being perpetuated.
",Can't you use TARGET_PREFERS_32_BIT_APPS instead of this hack ?,suggestion
bf505ca5_a333f92c,368,"remove debug message or change to log?
",remove debug message or change to log?,suggestion
7f49844c_3252b096,369,"is this right? (i was trying to work out a case where we'd actually need the errno = ENOMEM on L494.)
",is this right?,request for confirmation
b6496ba6_642fa0a8,370,"btw, not having run this code, i'm not entirely following what is special about even positions. (I don't see any mention of odd positions). Maybe you only fade in/out alternate markers?
",Maybe you only fade in/out alternate markers?,suggestion
966aa764_4d3d8dd6,371,"Can you move this inside __nvmap_page_pool_fill_lots_locked()?
",Can you move this inside __nvmap_page_pool_fill_lots_locked()?,request for action
7637f3c3_120db2c9,372,"why All? There is only 1 right? Also what does this method provide if the terminate() below is also public?
",why All?,request for rationale
7637f3c3_120db2c9,373,"why All? There is only 1 right? Also what does this method provide if the terminate() below is also public?
",There is only 1 right?,request for confirmation
7637f3c3_120db2c9,374,"why All? There is only 1 right? Also what does this method provide if the terminate() below is also public?
",Also what does this method provide if the terminate() below is also public?,request for information
908ab09b_33b9c051,375,"Is the issue that MethodHelper contains a Handle in it and it's used like a Handle in some interpreter code? Maybe we can pass around Handle instead and allocate and use a MethodHelper on the stack only in a small local scope where it's actually needed?
",Is the issue that MethodHelper contains a Handle in it and it's used like a Handle in some interpreter code?,request for confirmation
908ab09b_33b9c051,376,"Is the issue that MethodHelper contains a Handle in it and it's used like a Handle in some interpreter code? Maybe we can pass around Handle instead and allocate and use a MethodHelper on the stack only in a small local scope where it's actually needed?
", Maybe we can pass around Handle instead and allocate and use a MethodHelper on the stack only in a small local scope where it's actually needed?,suggestion
354c968a_4a58774a,377,"If I have an old java, will this say that it didn't find Java ? Shouldn't we clarify that we couldn't find a java ""of version xxx...""?
","If I have an old java, will this say that it didn't find Java ?",request for confirmation
354c968a_4a58774a,378,"If I have an old java, will this say that it didn't find Java ? Shouldn't we clarify that we couldn't find a java ""of version xxx...""?
","Shouldn't we clarify that we couldn't find a java ""of version xxx...""?",suggestion
b585e68b_4382f88f,379,"Since rv is an integer, why isn't this ""int"" or ""int32_t""? If it's because DnsProxyListener::GetAddrInfoHandler::run() passes back a uint32_t, that seems incorrect, because all it does is call android_getaddrinfofornet, which returns ""int"".
","Since rv is an integer, why isn't this ""int"" or ""int32_t""?",suggestion
e10ec4b4_4a96b359,380,"message_size?
",message_size?,suggestion
21e9bccf_02eeae8f,381,"Can you add a short comment on the intent? I assume this would cause GC-for-alloc to trigger only when the max_allowed_footprint is reached, rather than earlier, in the case of an unstarted runtime?
",Can you add a short comment on the intent?,request for rationale
21e9bccf_02eeae8f,382,"Can you add a short comment on the intent? I assume this would cause GC-for-alloc to trigger only when the max_allowed_footprint is reached, rather than earlier, in the case of an unstarted runtime?
","I assume this would cause GC-for-alloc to trigger only when the max_allowed_footprint is reached, rather than earlier, in the case of an unstarted runtime?",request for confirmation
011d984d_72cb465c,383,"Can these components be changed to a custom panel? Should make the layouting easier.
",Can these components be changed to a custom panel?,suggestion
f2b4e2b1_a884bbd7,384,"do you want to renumber?
",do you want to renumber?,request for action
2d70e1c2_f62379a0,385,"Does it really support DSA?
",Does it really support DSA?,request for information
cdf3c519_25d22dd6,386,"Add a more descriptive class comment?
",Add a more descriptive class comment?,request for action
4d335a20_2110eedd,387,"Do we really need this interface?
It looks like all the children of this class could be unified in a MaterialColorUtils class where you could just have suggestPrimaryColors, suggestAccentColors and and suggestPrimaryDarkColors
",Do we really need this interface?,criticism
69ee5738_fd32a7d6,388,"what is this for?
",what is this for?,request for rationale
586b1a6a_de9045a5,389,"Is it needed?
",Is it needed?,request for confirmation
58aebafa_3201f0c5,390,"procDone?
",procDone?,suggestion
cda66ad5_fdd9c76d,391,"It means that with your optimization, in this case Jack generate a code expansion on generated switch statement.
Are you aware that your optimization can realize code expansion ?
It is probably related to enum field numbering, but needs more investigation to check this assumption.
",Are you aware that your optimization can realize code expansion ?,request for confirmation
c4700952_ca2ac202,392,"Can you add a comment on why we need no thread suspension here?
",Can you add a comment on why we need no thread suspension here?,request for action
a42a3512_9eeadae6,393,"Can you remove this empty function?
",Can you remove this empty function?,request for action
a42a3512_7a233f33,394,"Was this missing before? Definition was available and unused?
",Was this missing before?,request for information
a42a3512_7a233f33,395,"Was this missing before? Definition was available and unused?
", Definition was available and unused?,request for confirmation
0b7078c2_62432c7f,396,"Why the ""1 +""?
","Why the ""1 +""?",request for rationale
99f12aa5_91b49e22,397,"Do you still need to be in the system group?
",Do you still need to be in the system group?,request for opinion
d6345268_e226e661,398,"use?
",use?,suggestion
c5dadaa8_52dbca67,399,"Just in case, is this not meant to be a VLOG?
","Just in case, is this not meant to be a VLOG?",request for confirmation
bbb8a7d5_590fc378,400,"has_non_phi_use?
",has_non_phi_use?,suggestion
eab5ebda_dacf4580,401,"Shouldn't you restore save_period_ms to kSavePeriodMs if ProcessProfilingInfo succeeds? Otherwise the back-off is permanent.
",Shouldn't you restore save_period_ms to kSavePeriodMs if ProcessProfilingInfo succeeds?,suggestion
e55fde25_39191b04,402,"HAVE_MEMRCHR is available on Linux host with -D_GNU_SOURCE=1. shall we add -D_GNU_SOURCE=1 to CFLAGS and change this one to ""ifndef __APPLE__""?
","shall we add -D_GNU_SOURCE=1 to CFLAGS and change this one to ""ifndef __APPLE__""?",suggestion
ca202730_bc4d6dc5,403,"Could this be called ServiceImpl?
",Could this be called ServiceImpl?,suggestion
ea308b14_02432a45,404,"should this be calling memset()?
",should this be calling memset()?,suggestion
74c9e678_f6fc208a,405,"Does this sort depends on the discussion in bug 26647823?

How about keeping the comment ""once enqueued, the pending next is always non-null""?
",Does this sort depends on the discussion in bug 26647823?,request for confirmation
74c9e678_f6fc208a,406,"Does this sort depends on the discussion in bug 26647823?

How about keeping the comment ""once enqueued, the pending next is always non-null""?
","How about keeping the comment ""once enqueued, the pending next is always non-null""?",suggestion
71e018e1_5eced5b3,407,"This looks like the result of the #time_resolution comment in clear(int) of Calendar. Is that correct?
",Is that correct?,request for confirmation
1dd53033_8776daa6,408,"Maybe make this it's own static function?
Or at least us ""list_foreach""?
(also spaces after ""if"").
",Maybe make this it's own static function?,suggestion
1dd53033_8776daa6,409,"Maybe make this it's own static function?
Or at least us ""list_foreach""?
(also spaces after ""if"").
","Or at least us ""list_foreach""?",suggestion
7df0ecdc_e4848236,410,"How about using HANDLE_EINTR instead of TEMP_FAILURE_RETRY? There's already a cross-platform HANDLE_EINTR somewhere in the codebase.
",How about using HANDLE_EINTR instead of TEMP_FAILURE_RETRY?,suggestion
82bb7df1_0a91b2cd,411,"Test set as well?
Test other data types if available?
Test successful get?
",Test set as well?,suggestion
82bb7df1_0a91b2cd,412,"Test set as well?
Test other data types if available?
Test successful get?
",Test other data types if available?,suggestion
82bb7df1_0a91b2cd,413,"Test set as well?
Test other data types if available?
Test successful get?
",Test successful get?,suggestion
0e2b3c19_7747ea9a,414,"Is it really?
",Is it really?,request for confirmation
6d53e355_582cfd36,415,"Is this present upstream?
",Is this present upstream?,request for information
57431250_4f0bedc7,416,"Comment of NOT says ""/** {@code T: any integral type; r,x: T :: r = ~x} */""
Description of NOT does not speak about boolean, can you give some details ?
","Comment of NOT says ""/** {@code T: any integral type; r,x: T :: r = ~x} */""
Description of NOT does not speak about boolean, can you give some details ?",request for information
9cd76f7e_84a97a8b,417,"the emulated subsystem needs access to all native libraries. With namespace introduced, the subsystem needs access to libraries in every namespaces, that's why we need the key of default and anonymous namespace. And we have no other better solution.

Here are the two possible solutions we have evaluated:
1. current design - expose the key of default and anonymous. native bridge doesn't need the pointer necessarily, but a key is needed.
2. expose the structure android_namespace_t - if you are insisted on hiding these two namespaces, we can play tricks. The disadvantage is that, the callback in native loader, which is responsible for loading library for native bridge, will be deprecated. In this way, android_namespace_t will be exposed.

So, basically, as far as we can understand, the problem is exposing either android_namespace_t or default/anonymous namespace. You guys are the expert, can you give us a hint of another better solution?
","You guys are the expert, can you give us a hint of another better solution?",request for opinion
a92eb88e_1a63e19a,418,"Why isn't it using ScopedByteArrayRO here?
",Why isn't it using ScopedByteArrayRO here?,request for rationale
dbc3bf20_d348ccbb,419,"when will this ever succeed if pthread_getname_np failed?
",when will this ever succeed if pthread_getname_np failed?,criticism
6a4bd746_3864511c,420,"override? Or iam@ will tell you what to do...
",override?,suggestion
10ad446a_cf6235bf,421,"The dumps *are* concurrent in separate processes, we just handle the output from them serially. Can you think of a better name for this?
",Can you think of a better name for this?,request for action
a28505ca_dd153cfc,422,"why is this dir needed?
",why is this dir needed?,request for rationale
30b088be_945d2d09,423,"just curious how fast are these. you definitely can move them out, but is it worth it?
It might be slow: http://stackoverflow.com/questions/29084720/glgetuniformlocation-using-a-lot-of-cpu
",just curious how fast are these.,request for information
30b088be_945d2d09,424,"just curious how fast are these. you definitely can move them out, but is it worth it?
It might be slow: http://stackoverflow.com/questions/29084720/glgetuniformlocation-using-a-lot-of-cpu
","you definitely can move them out, but is it worth it?",request for opinion
c184bc26_eafd074a,425,"How ACL work with inherit on?
",How ACL work with inherit on?,request for information
7014c0d4_ccfaef02,426,"do you plan on putting more stuff in this file?

Since we don't plan to maintain ril.cpp, I wonder if splitting out utils like this is really needed?
",do you plan on putting more stuff in this file?,request for information
AAAFDn%2F%2F%2F7s%3D,427,"What is proto 0, and why ignore it as opposed to treating it as unknown?
","What is proto 0, and why ignore it as opposed to treating it as unknown?",request for rationale
AAAGlX%2F%2F%2F9A%3D,428,"Is it possible to make this static (such that the SdkManager doesn't have to load all those platforms -- since it looks like this method does its own SDK parse for just the packages anyway) ? If it's nontrivial (because of dependencies that aren't obvious to me) feel free to ignore. I'm +2'ing either way.
",Is it possible to make this static (such that the SdkManager doesn't have to load all those platforms -- since it looks like this method does its own SDK parse for just the packages anyway) ?,suggestion
AAAG03%2F%2F%2F7I%3D,429,"Should this also be added to the 12.04 list?
",Should this also be added to the 12.04 list?,suggestion
NBQBdqBM,430,"After hitting ""Finish"", the project has a compilation error (""ic_stat_new_message cannot be resolved or is not a field"" in NewMessageNotification.java) even though ""Build automatically"" is selected.

Cleaning the project fixes the problem, but it looks bad.  Can we kick off a rebuild after finishing the wizard?

EDIT: After going through the wizard several times - I think this is my largest gripe.  It really leaves Eclipse in a bad state.  Touching a file to kick off incremental does not fix it, only a project clean (which is not intuitive).  It feels from a user point of view that the wizard is broken.
",Can we kick off a rebuild after finishing the wizard?,suggestion
PDjtHuCA,431,"can you change this method to call your new method instead?  Make sure to pass 5 seconds as the timeout to not change the meaning of this function.
",can you change this method to call your new method instead?,request for action
1e5ec0fd_2d816549,432,"is __LP64__ right here? its not just a simple substitution for x86_64 is it? should the R_X86_64 parts be protected with an ifdef like the other architectures?
",is __LP64__ right here?,request for confirmation
1e5ec0fd_2d816549,433,"is __LP64__ right here? its not just a simple substitution for x86_64 is it? should the R_X86_64 parts be protected with an ifdef like the other architectures?
", its not just a simple substitution for x86_64 is it?,request for confirmation
1e5ec0fd_2d816549,434,"is __LP64__ right here? its not just a simple substitution for x86_64 is it? should the R_X86_64 parts be protected with an ifdef like the other architectures?
",should the R_X86_64 parts be protected with an ifdef like the other architectures?,suggestion
de13499f_249ad25d,435,"Naming of Android Studio Make -- is this going to show up in the UI as ""Android Studio Make"", not just ""Make"" ? If so, why use the product name in the action? Is there a non-Studio Make there too?
","Naming of Android Studio Make -- is this going to show up in the UI as ""Android Studio Make"", not just ""Make"" ?",request for confirmation
de13499f_249ad25d,436,"Naming of Android Studio Make -- is this going to show up in the UI as ""Android Studio Make"", not just ""Make"" ? If so, why use the product name in the action? Is there a non-Studio Make there too?
","If so, why use the product name in the action?",request for rationale
de13499f_249ad25d,437,"Naming of Android Studio Make -- is this going to show up in the UI as ""Android Studio Make"", not just ""Make"" ? If so, why use the product name in the action? Is there a non-Studio Make there too?
",Is there a non-Studio Make there too?,request for information
c86c6f4a_23874ab5,438,"This size_ includes the size of the header, correct? Add this to the comment?
","This size_ includes the size of the header, correct? ",request for confirmation
c86c6f4a_23874ab5,439,"This size_ includes the size of the header, correct? Add this to the comment?
",Add this to the comment?,request for action
ede2251a_92f29c53,440,"Don't the rest of these functions need a ""long renderer"" too ?
","Don't the rest of these functions need a ""long renderer"" too ?",request for confirmation
f265a62a_a3a404ca,441,"how does this relate to the ""inliner's"" special methods.
","how does this relate to the ""inliner's"" special methods.",request for information
d2f7c297_ee0fff47,442,"where does this value come from?
",where does this value come from?,request for information
ca71cc8d_409e5bdd,443,"is there a reason to not request suspend if not charging?  The point of this check is to avoid suspending if no charger connected, since we plan to shutdown soon.  If a charger is connected but in not-charging state then might as well suspend?
",is there a reason to not request suspend if not charging?,request for rationale
ca71cc8d_409e5bdd,444,"is there a reason to not request suspend if not charging?  The point of this check is to avoid suspending if no charger connected, since we plan to shutdown soon.  If a charger is connected but in not-charging state then might as well suspend?
",If a charger is connected but in not-charging state then might as well suspend?,hypothetical scenario
4a531cfd_3953739e,445,"Andreas, do we need additional condition here ""|| entry_point == GetQuickGenericJniTrampoline()"" ?
","Andreas, do we need additional condition here ""|| entry_point == GetQuickGenericJniTrampoline()"" ?",request for opinion
d965302b_14e53469,446,"""Number of steps reported (%d) is greater than steps detected (%d)"" ?
Do we need an assert here?
","""Number of steps reported (%d) is greater than steps detected (%d)"" ?",surprise
d965302b_14e53469,447,"""Number of steps reported (%d) is greater than steps detected (%d)"" ?
Do we need an assert here?
",Do we need an assert here?,request for confirmation
502d9828_f8220d15,448,"Make it const?
",Make it const?,suggestion
84927610_3f12274e,449,"In general, we avoid using stl in the opt compiler. Can that be a char*?
",Can that be a char*?,suggestion
63caea3a_ab510937,450,"Isn't that set to false now? Bill/Vladimir/Andreas: should we get rid of that macro?
",Isn't that set to false now?,request for confirmation
63caea3a_ab510937,451,"Isn't that set to false now? Bill/Vladimir/Andreas: should we get rid of that macro?
",Bill/Vladimir/Andreas: should we get rid of that macro?,request for opinion
ce800d7c_613616d2,452,"Do we have tests for this class? Or for the new code in ApkHelper?
",Do we have tests for this class?,request for information
ce800d7c_613616d2,453,"Do we have tests for this class? Or for the new code in ApkHelper?
",Or for the new code in ApkHelper?,request for information
12da56a9_09b48935,454,"is the order specify anywhere? (value -> high bits, kind -> low bits)
",is the order specify anywhere?,request for information
e67fc8e4_5bb7c3ea,455,"Is there a reason this also got broken up into another separate static library?

It seems odd to have a single file library. I see the other library used in tests, and I don't think it's going to hurt to put everything in the same library.
",Is there a reason this also got broken up into another separate static library?,request for rationale
66259842_164a3ab2,456,"Call this from within GetObjectSize?
",Call this from within GetObjectSize?,suggestion
0dbb1df3_2ca94b89,457,"Conditional based on the theme-editor-enabled flag?
",Conditional based on the theme-editor-enabled flag?,suggestion
339be98e_e40b745f,458,"Remove this maybe?
",Remove this maybe?,suggestion
f80dae2c_976464c7,459,"Pattern matching against other makefiles, you're right.  However, we have library that depends on this one that seems to compile either way.  What gives?  I would have expected some paths to be wrong.
",What gives?,rhetorical question
3837466d_e71596fb,460,"Ah, yeah, it's more a filter rather than a choice. In some screens, it seems that we have a combobox of choices, where some of the choices are invalid based on what API you are currently targeting.

Take a look at TemplateParameterStep2, an example which shows an error message if you choose an invalid item.

Really, we should eliminate this class - instead, it should be up to the JComboBox itself to understand API context, and not be a magical requirement of DynamicWizard for everyone to use these special ComboBoxItems.

It's hard to name this since this class probably shouldn't exist at all. What do you think about ""ApiTagComboBoxItem""? ""ComboBoxItemWithApiTag""? ""GaaaaaahKilllllMeeeeeeeComboBoxItem""?
","What do you think about ""ApiTagComboBoxItem""?",request for opinion
ea523422_7bd8a39f,461,"where's your closedir?

can std::string/std::unqiue_ptr get rid of the free()s?

time for a unique_fd so you can clean up some of these gotos?

(then you can use std::unique_ptr to call closedir.)
",where's your closedir?,request for information
ea523422_7bd8a39f,462,"where's your closedir?

can std::string/std::unqiue_ptr get rid of the free()s?

time for a unique_fd so you can clean up some of these gotos?

(then you can use std::unique_ptr to call closedir.)
",can std::string/std::unqiue_ptr get rid of the free()s?,suggestion
ea523422_7bd8a39f,463,"where's your closedir?

can std::string/std::unqiue_ptr get rid of the free()s?

time for a unique_fd so you can clean up some of these gotos?

(then you can use std::unique_ptr to call closedir.)
",time for a unique_fd so you can clean up some of these gotos?,suggestion
09823b51_92b71c0f,464,"Agree. What the heck is this.
Max jitter?
If so, please use jitter
",What the heck is this.,anger
09823b51_92b71c0f,465,"Agree. What the heck is this.
Max jitter?
If so, please use jitter
",Max jitter?,request for confirmation
993daaa1_089e5ba0,466,"Thanks for all the comments!

While I am working on the coding part for the rest of the feedbacks, can we leave the documentation part as is for now? I am starting seeing we are running in circles here for these doc comments now.

We can work out the wording in the design doc, and fix the doc here once for all in the end before shipping. What's here is basic should be a verbose copy of the design doc.
","While I am working on the coding part for the rest of the feedbacks, can we leave the documentation part as is for now?",suggestion
35703a18_2a42bb2e,467,"TBH, this code is already aware that it needs to deal with inlined frames specially. How about having static a ComputeNonInlinedFrames in StackVisitor? And then do the math dance just here?
",How about having static a ComputeNonInlinedFrames in StackVisitor?,suggestion
35703a18_2a42bb2e,468,"TBH, this code is already aware that it needs to deal with inlined frames specially. How about having static a ComputeNonInlinedFrames in StackVisitor? And then do the math dance just here?
",And then do the math dance just here?,suggestion
39611e20_99297b26,469,"I'm not a float expert, so I could be completely wrong here.

Is this going to work for values very close to 0.0? Maybe it should be approximately close to 0 for a few ULPs?
",Is this going to work for values very close to 0.0?,request for confirmation
39611e20_99297b26,470,"I'm not a float expert, so I could be completely wrong here.

Is this going to work for values very close to 0.0? Maybe it should be approximately close to 0 for a few ULPs?
",Maybe it should be approximately close to 0 for a few ULPs?,suggestion
b9618ebd_ab11e1db,471,"Is there a reason why this number needs to be different than the one used for SIGTERM?
",Is there a reason why this number needs to be different than the one used for SIGTERM?,request for rationale
c5dadaa8_ac4c6b20,472,"What does this try/except block do?

I don't see how an exception would be raised because the loop goes through psutil.process_iter(). Is it because of a race condition when a proc gets killed before accessing proc.<something>?
",What does this try/except block do?,request for clarification
